date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
18-05-2024,17,Allergy,(G)I-DLE,68,162786,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616
18-05-2024,18,Hype Boy,NewJeans,87,179026,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
18-05-2024,19,The Planet,BTS,84,178156,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fa552453b3762dc1dba6729f
18-05-2024,20,FLOWER,JISOO,86,173134,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac
18-05-2024,21,London Boy,Lim Young Woong,64,244500,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
18-05-2024,22,Polaroid,Lim Young Woong,64,206400,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
18-05-2024,23,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,82,154486,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
18-05-2024,24,Thirsty,aespa,75,193413,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
18-05-2024,25,Haegeum,Agust D,91,168926,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
18-05-2024,26,Alone,Jimin,80,211250,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
18-05-2024,27,If We Ever Meet Again,Lim Young Woong,61,274386,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
18-05-2024,28,Face-off,Jimin,81,229627,single,6,TRUE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
18-05-2024,29,ANTIFRAGILE,LE SSERAFIM,74,184444,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
18-05-2024,30,Attention,NewJeans,84,180066,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
18-05-2024,31,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,86,201391,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ef57183066d6cac0cabb85c6
18-05-2024,32,愛を伝えたいだとか,Aimyon,69,235240,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27333c05e1d08fec494a30bd240
18-05-2024,33,Rainbow,Lim Young Woong,59,196400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
18-05-2024,34,After LIKE,IVE,84,176973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5
18-05-2024,35,Welcome To MY World (feat. nævis),aespa,77,206920,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273220771be23654c95cf787349
18-05-2024,36,VIBE (feat. Jimin of BTS),TAEYANG,67,175775,album,6,FALSE,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
18-05-2024,37,Love Me Like This,NMIXX,80,188718,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b273bbead884cd91c2a9b5b2a9fc
18-05-2024,38,People Pt.2 (feat. IU),Agust D,82,213995,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
18-05-2024,39,"Our Blues, Our Life",Lim Young Woong,59,207386,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
18-05-2024,40,Shoong! (feat. LISA of BLACKPINK),TAEYANG,78,205101,album,6,FALSE,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
18-05-2024,41,A bientot,Lim Young Woong,58,256372,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
18-05-2024,42,Interlude : Dive,Jimin,78,130996,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
18-05-2024,43,Dangerously,Charlie Puth,47,199133,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273c0e28105f0533c52717c46c2
18-05-2024,44,Fighting (Feat. Lee Young Ji),BSS,78,204466,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2731869a85947a5ea00df8c936f
18-05-2024,45,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
18-05-2024,46,Salty & Sweet,aespa,74,201760,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
18-05-2024,47,Teddy Bear,STAYC,74,189773,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273ebbb6b66adf9f2392bb86733
18-05-2024,48,Promise,Jimin,78,151011,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27321d21c44fa7a2495c37ce088
18-05-2024,49,LOVE DIVE,IVE,83,177186,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093
18-05-2024,50,Love Always Run Away,Lim Young Woong,58,242760,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273e56f69fd58795fbbcbc919f2
19-05-2024,1,Like Crazy,Jimin,93,212241,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
19-05-2024,2,I AM,IVE,89,183853,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
19-05-2024,3,Spicy,aespa,81,197040,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
19-05-2024,4,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,87,182148,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
19-05-2024,5,Queencard,(G)I-DLE,75,161240,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616
19-05-2024,6,Like Crazy (English Version),Jimin,90,212253,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
19-05-2024,7,アイドル,YOASOBI,90,213233,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b7d6ca50bf766ad72226290c
19-05-2024,8,Set Me Free Pt.2,Jimin,87,200929,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4
19-05-2024,9,Kitsch,IVE,80,195440,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
19-05-2024,10,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
19-05-2024,11,OMG,NewJeans,92,212253,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01
19-05-2024,12,NIGHT DANCER,imase,75,210600,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b2734b062591b6a5c15652dd2bb5
19-05-2024,13,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,80,62789,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273146ea147ce8c185e71b3b84e
19-05-2024,14,Super,SEVENTEEN,88,200386,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264
19-05-2024,15,Ditto,NewJeans,90,185506,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f
19-05-2024,16,Cupid,FIFTY FIFTY,88,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
19-05-2024,17,Hype Boy,NewJeans,87,179026,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
19-05-2024,18,The Planet,BTS,85,178156,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fa552453b3762dc1dba6729f
19-05-2024,19,FLOWER,JISOO,86,173134,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac
19-05-2024,20,Allergy,(G)I-DLE,70,162786,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616
19-05-2024,21,London Boy,Lim Young Woong,64,244500,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
19-05-2024,22,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,83,154486,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
19-05-2024,23,Polaroid,Lim Young Woong,64,206400,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
19-05-2024,24,Alone,Jimin,80,211250,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
19-05-2024,25,If We Ever Meet Again,Lim Young Woong,61,274386,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
19-05-2024,26,Haegeum,Agust D,91,168926,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
19-05-2024,27,Thirsty,aespa,76,193413,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
19-05-2024,28,Face-off,Jimin,81,229627,single,6,TRUE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
19-05-2024,29,Attention,NewJeans,84,180066,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
19-05-2024,30,ANTIFRAGILE,LE SSERAFIM,74,184444,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
19-05-2024,31,VIBE (feat. Jimin of BTS),TAEYANG,67,175775,album,6,FALSE,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
19-05-2024,32,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,86,201391,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ef57183066d6cac0cabb85c6
19-05-2024,33,Interlude : Dive,Jimin,78,130996,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
19-05-2024,34,Rainbow,Lim Young Woong,59,196400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
19-05-2024,35,After LIKE,IVE,84,176973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5
19-05-2024,36,愛を伝えたいだとか,Aimyon,69,235240,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27333c05e1d08fec494a30bd240
19-05-2024,37,People Pt.2 (feat. IU),Agust D,82,213995,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
19-05-2024,38,Welcome To MY World (feat. nævis),aespa,77,206920,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273220771be23654c95cf787349
19-05-2024,39,"Our Blues, Our Life",Lim Young Woong,59,207386,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
19-05-2024,40,Love Me Like This,NMIXX,80,188718,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b273bbead884cd91c2a9b5b2a9fc
19-05-2024,41,Shoong! (feat. LISA of BLACKPINK),TAEYANG,79,205101,album,6,FALSE,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
19-05-2024,42,Dangerously,Charlie Puth,47,199133,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273c0e28105f0533c52717c46c2
19-05-2024,43,A bientot,Lim Young Woong,58,256372,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
19-05-2024,44,Fighting (Feat. Lee Young Ji),BSS,78,204466,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2731869a85947a5ea00df8c936f
19-05-2024,45,Promise,Jimin,78,151011,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27321d21c44fa7a2495c37ce088
19-05-2024,46,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
19-05-2024,47,Like Crazy (Deep House Remix),Jimin,74,180719,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195
19-05-2024,48,LOVE DIVE,IVE,83,177186,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093
19-05-2024,49,Like Crazy (UK Garage Remix),Jimin,73,210395,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195
19-05-2024,50,I Love You,Lim Young Woong,56,239026,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
20-05-2024,1,Like Crazy,Jimin,93,212241,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
20-05-2024,2,Like Crazy (English Version),Jimin,90,212253,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
20-05-2024,3,I AM,IVE,89,183853,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
20-05-2024,4,Spicy,aespa,82,197040,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
20-05-2024,5,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,87,182148,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
20-05-2024,6,Queencard,(G)I-DLE,77,161240,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616
20-05-2024,7,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Fast & Furious: The Fast Saga,27,175802,compilation,21,FALSE,https://i.scdn.co/image/ab67616d0000b273b569c6198ef340c5595f63d8
20-05-2024,8,Set Me Free Pt.2,Jimin,87,200929,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4
20-05-2024,9,アイドル,YOASOBI,90,213233,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b7d6ca50bf766ad72226290c
20-05-2024,10,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,80,62789,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273146ea147ce8c185e71b3b84e
20-05-2024,11,Kitsch,IVE,80,195440,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
20-05-2024,12,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
20-05-2024,13,OMG,NewJeans,92,212253,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01
20-05-2024,14,Super,SEVENTEEN,88,200386,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264
20-05-2024,15,Ditto,NewJeans,89,185506,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f
20-05-2024,16,Cupid,FIFTY FIFTY,88,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
20-05-2024,17,Hype Boy,NewJeans,87,179026,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
20-05-2024,18,The Planet,BTS,86,178156,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fa552453b3762dc1dba6729f
20-05-2024,19,London Boy,Lim Young Woong,64,244500,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
20-05-2024,20,FLOWER,JISOO,86,173134,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac
20-05-2024,21,Polaroid,Lim Young Woong,64,206400,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
20-05-2024,22,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,83,154486,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
20-05-2024,23,Alone,Jimin,80,211250,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
20-05-2024,24,Face-off,Jimin,81,229627,single,6,TRUE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
20-05-2024,25,NIGHT DANCER,imase,75,210600,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b2734b062591b6a5c15652dd2bb5
20-05-2024,26,Allergy,(G)I-DLE,72,162786,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616
20-05-2024,27,Haegeum,Agust D,91,168926,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
20-05-2024,28,If We Ever Meet Again,Lim Young Woong,61,274386,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
20-05-2024,29,Thirsty,aespa,76,193413,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
20-05-2024,30,ANTIFRAGILE,LE SSERAFIM,74,184444,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
20-05-2024,31,Rainbow,Lim Young Woong,59,196400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
20-05-2024,32,Attention,NewJeans,84,180066,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
20-05-2024,33,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,86,201391,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ef57183066d6cac0cabb85c6
20-05-2024,34,People Pt.2 (feat. IU),Agust D,81,213995,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
20-05-2024,35,VIBE (feat. Jimin of BTS),TAEYANG,68,175775,album,6,FALSE,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
20-05-2024,36,愛を伝えたいだとか,Aimyon,69,235240,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27333c05e1d08fec494a30bd240
20-05-2024,37,"Our Blues, Our Life",Lim Young Woong,59,207386,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
20-05-2024,38,Interlude : Dive,Jimin,78,130996,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
20-05-2024,39,A bientot,Lim Young Woong,58,256372,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
20-05-2024,40,After LIKE,IVE,84,176973,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5
20-05-2024,41,Dangerously,Charlie Puth,47,199133,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273c0e28105f0533c52717c46c2
20-05-2024,42,Love Me Like This,NMIXX,80,188718,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b273bbead884cd91c2a9b5b2a9fc
20-05-2024,43,Promise,Jimin,78,151011,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27321d21c44fa7a2495c37ce088
20-05-2024,44,Welcome To MY World (feat. nævis),aespa,77,206920,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273220771be23654c95cf787349
20-05-2024,45,Shoong! (feat. LISA of BLACKPINK),TAEYANG,79,205101,album,6,FALSE,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
20-05-2024,46,Like Crazy (Deep House Remix),Jimin,74,180719,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195
20-05-2024,47,Like Crazy (UK Garage Remix),Jimin,73,210395,single,5,FALSE,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195
20-05-2024,48,Fighting (Feat. Lee Young Ji),BSS,78,204466,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2731869a85947a5ea00df8c936f
20-05-2024,49,I Love You,Lim Young Woong,56,239026,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
20-05-2024,50,With you,Jimin & HA SUNG WOON,77,201905,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d90bd8b97e49216c00e55d18
21-05-2024,1,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,77,175802,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273445afb6341d2685b959251cc
21-05-2024,2,Like Crazy,Jimin,93,212241,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
21-05-2024,3,Spicy,aespa,82,197040,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
21-05-2024,4,I AM,IVE,89,183853,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
21-05-2024,5,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,87,182148,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
21-05-2024,6,Like Crazy (English Version),Jimin,90,212253,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
21-05-2024,7,Queencard,(G)I-DLE,79,161240,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616
21-05-2024,8,Set Me Free Pt.2,Jimin,87,200929,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4
21-05-2024,9,アイドル,YOASOBI,90,213233,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273b7d6ca50bf766ad72226290c
21-05-2024,10,Kitsch,IVE,80,195440,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
21-05-2024,11,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
21-05-2024,12,OMG,NewJeans,92,212253,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01
21-05-2024,13,Ditto,NewJeans,89,185506,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f
21-05-2024,14,Super,SEVENTEEN,88,200386,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264
21-05-2024,15,Cupid,FIFTY FIFTY,88,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
21-05-2024,16,Hype Boy,NewJeans,87,179026,single,4,FALSE,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
21-05-2024,17,FLOWER,JISOO,86,173134,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac
21-05-2024,18,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,81,62789,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273146ea147ce8c185e71b3b84e
21-05-2024,19,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,83,154486,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
21-05-2024,20,London Boy,Lim Young Woong,64,244500,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
21-05-2024,21,The Planet,BTS,86,178156,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fa552453b3762dc1dba6729f
21-05-2024,22,Polaroid,Lim Young Woong,63,206400,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732d2009b6cad53ddacad11334
21-05-2024,23,Mourning,Post Malone,73,147819,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898
21-05-2024,24,Face-off,Jimin,81,229627,single,6,TRUE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
21-05-2024,25,NIGHT DANCER,imase,75,210600,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b2734b062591b6a5c15652dd2bb5
21-05-2024,26,If We Ever Meet Again,Lim Young Woong,60,274386,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa
21-05-2024,27,Haegeum,Agust D,91,168926,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
21-05-2024,28,Thirsty,aespa,76,193413,single,6,FALSE,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce
